product_id,campaign_budget,channels
2808,164776,"Radio, Online, Social Media"
2809,463353,"Social Media, Print"
2810,481061,"TV, Outdoor, Social Media"
2811,110640,Online
2812,395137,"Online, Radio"
2813,134968,"TV, Online"
2814,269701,"Print, TV, Radio"
2815,212443,"Radio, TV, Outdoor"
2816,159795,"Outdoor, Online, Radio"
2817,354114,"Social Media, Online, TV"
2818,434928,"Outdoor, Print, TV"
2819,401526,"TV, Outdoor, Print"
2820,375028,"Social Media, TV"
2821,79816,"Outdoor, Online"
2822,93842,"Outdoor, Radio"
2823,259173,"Outdoor, Radio"
2824,300093,"Print, Social Media"
2825,375524,"Online, TV, Outdoor"
2826,210135,"Online, Radio"
2827,60317,"Outdoor, Social Media"
2828,66246,"Online, Social Media, TV"
2829,434674,"Print, Online, Outdoor"
2830,107849,"Online, Print, Outdoor"
2831,471602,"Social Media, Radio"
2832,199683,"Radio, Print"
2833,312644,Social Media
2834,125878,"TV, Print, Online"
2835,254317,Radio
2836,444114,"Print, Outdoor, Radio"
2837,492860,"Online, Social Media, Print"
2838,394944,"TV, Radio, Print"
2839,394078,"Social Media, Outdoor, Print"
2840,448391,"Social Media, Radio, TV"
2841,160202,"Online, TV, Outdoor"
2842,381320,"Print, Social Media"
2843,301251,"Online, Print"
2844,167757,"Radio, Online, TV"
2845,74963,"Print, Outdoor"
2846,140369,Outdoor
2847,342586,"Radio, Outdoor, Social Media"
2848,306431,"Online, TV"
2849,81172,"Social Media, Outdoor, TV"
2850,303040,Online
2851,225792,"Outdoor, Radio, Print"
2852,56719,Outdoor
2853,459271,"Social Media, Radio, Outdoor"
2854,166269,Print
2855,299028,Print
2856,315115,"Social Media, Online"
2857,274464,"Radio, Outdoor, Online"
2858,157812,"Radio, TV, Outdoor"
2859,233315,"Radio, Print, Social Media"
2860,180649,Radio
2861,245100,"Print, Radio"
2862,87197,"TV, Radio"
2863,124677,"Social Media, TV, Outdoor"
2864,111883,"Social Media, Print"
2865,317751,Radio
2866,345153,"Social Media, Print, Radio"
2867,461280,"Online, Outdoor"
2868,167973,Outdoor
2869,227070,Online
2870,330094,"Social Media, Online"
2871,487290,"Online, Social Media, Print"
2872,226183,Print
2873,180327,"Online, Social Media, Outdoor"
2874,224508,"Outdoor, Online, Social Media"
2875,189185,"Radio, Social Media, TV"
2876,88290,"Social Media, Outdoor, TV"
2877,205693,"Online, Radio"
2878,313396,TV
2879,132257,Online
2880,425148,"Social Media, Online"
2881,380912,Print
2882,301363,Online
2883,381872,"Radio, Outdoor"
2884,192500,Radio
2885,140061,Radio
2886,429023,"Online, TV"
2887,418457,"Outdoor, Print, Social Media"
2888,381179,"Radio, TV, Print"
2889,165339,"Social Media, Online"
2890,204646,Online
2891,221259,"TV, Outdoor, Radio"
2892,132907,TV
2893,392017,"Social Media, Radio"
2894,133113,"Social Media, Outdoor"
2895,149788,"TV, Social Media"
2896,71678,"TV, Print"
2897,348507,"Outdoor, Online"
2898,468049,"Online, Social Media"
2899,267694,"Online, Outdoor, Radio"
2900,454008,"Radio, Online, Outdoor"
2901,428450,"TV, Outdoor"
2902,407616,"Social Media, Print"
2903,125438,"Outdoor, TV, Online"
2904,219794,"Print, Outdoor, Online"
2905,348728,"Print, Radio, Outdoor"
2906,204960,"Radio, TV"
2907,369901,Radio
2908,179281,"Outdoor, Print"
2909,226677,Online
2910,379180,"Outdoor, TV, Print"
2911,103048,"Print, Radio"
2912,404052,"Radio, Outdoor"
2913,370658,Online
2914,252333,Print
2915,246886,"Online, Radio, Print"
2916,457999,Print
2917,372323,"Outdoor, Social Media"
2918,329075,Social Media
2919,438880,"Print, Online"
2920,199226,TV
2921,179015,Social Media
2922,144415,"Online, Radio"
2923,284105,Online
2924,494643,"Online, Social Media, TV"
2925,467806,TV
2926,254887,TV
2927,100103,"Online, Radio, Outdoor"
2928,443566,"TV, Print"
2929,465172,"TV, Print"
2930,127115,Radio
2931,447556,Online
2932,250826,"Print, Online, TV"
2933,55249,"TV, Outdoor, Radio"
2934,474406,Online
2935,69261,"Online, Social Media, TV"
2936,65574,"Radio, TV, Online"
2937,483565,Outdoor
2938,146564,"Social Media, Print, TV"
2939,300034,"Online, Social Media"
2940,474215,"Social Media, Print, Online"
2941,473004,"Print, Social Media, Outdoor"
2942,128352,TV
2943,281096,"Radio, Print"
2944,53129,Radio
2945,90672,"Print, Social Media"
2946,476667,"Outdoor, TV, Radio"
2947,236822,"Online, Radio, Outdoor"
2948,117586,"Print, Online, Outdoor"
2949,334132,"TV, Online, Radio"
2950,127999,"Online, Social Media"
2951,491064,Social Media
2952,351882,Print
2953,215905,"TV, Radio, Social Media"
2954,221518,Radio
2955,462620,TV
2956,452761,"Radio, Social Media"
2957,477492,"Social Media, Outdoor"
2958,254142,Outdoor
2959,432837,Online
2960,268176,Outdoor
2961,334836,"Print, Radio, TV"
2962,278334,"Social Media, Online, TV"
2963,323701,"Social Media, TV, Online"
2964,279262,"Print, Outdoor"
2965,119679,Outdoor
2966,98774,Online
2967,473493,"TV, Online, Radio"
2968,279380,"Outdoor, Radio"
2969,473834,Outdoor
2970,358617,"Social Media, Radio"
2971,90038,"Social Media, Radio"
2972,140703,Print
2973,395483,"TV, Online"
2974,130019,Social Media
2975,53476,"TV, Radio, Print"
2976,100295,"TV, Outdoor"
2977,264534,"Print, Radio"
2978,123468,"TV, Online, Radio"
2979,70257,"Online, Print"
2980,384617,"TV, Outdoor, Print"
2981,487451,"Online, TV, Social Media"
2982,490317,"TV, Radio"
2983,454993,"Print, TV"
2984,58633,"Radio, Print, TV"
2985,158049,"TV, Online, Outdoor"
2986,111962,"Print, TV"
2987,338095,"Outdoor, Social Media, Online"
2988,432311,TV
2989,307356,"Print, Online"
2990,206003,Social Media
2991,460358,"Social Media, Print"
2992,277332,"Online, TV"
2993,128608,"Outdoor, Radio"
2994,290018,"Online, Print"
2995,58159,Outdoor
2996,67331,"Radio, Print, TV"
2997,332417,"Print, TV"
2998,375471,"Online, TV, Radio"
2999,112244,"Print, Radio"
3000,290037,Outdoor
3001,397684,"Social Media, Online"
3002,447052,"Online, Print, Radio"
3003,263310,Outdoor
3004,104974,"Outdoor, Social Media"
3005,81135,"Print, Social Media"
3006,435462,"Print, Outdoor, Social Media"
3007,84932,"Social Media, Outdoor"
3008,418009,Online
3009,246599,Radio
3010,246397,"Online, Print"
3011,283365,Radio
3012,111102,"Social Media, Print, Radio"
3013,384145,"TV, Online, Print"
3014,185002,"Social Media, Online, Radio"
3015,319001,Online
3016,52400,"Online, Print"
3017,176683,"Print, Social Media"
3018,68216,"Outdoor, Print, TV"
3019,191125,Print
3020,106784,Online
3021,81519,"TV, Print"
3022,431590,Social Media
3023,214205,"Outdoor, Print, Social Media"
3024,421401,"Print, Social Media"
3025,451697,"Print, Radio, Online"
3026,277724,"Online, TV"
3027,305525,"Outdoor, Print"
3028,340951,"Radio, Print, Online"
3029,340119,"Online, Radio"
3030,288579,"Outdoor, TV, Print"
3031,317457,"Online, Outdoor, Social Media"
3032,248496,Social Media
3033,462265,"Outdoor, TV, Radio"
3034,374586,"Outdoor, TV"
3035,191715,Print
3036,200762,"TV, Radio, Social Media"
3037,254852,"TV, Radio"
3038,64245,"Online, Outdoor"
3039,496121,TV
3040,260529,Outdoor
3041,398777,"Online, Outdoor, TV"
3042,121183,"Outdoor, Social Media"
3043,324145,"Outdoor, TV, Online"
3044,221768,"Outdoor, Radio, Social Media"
3045,450467,Outdoor
3046,469642,Print
3047,331168,Outdoor
3048,77422,"Print, TV"
3049,259974,"Print, Online, Outdoor"
3050,57618,"Radio, Social Media, Print"
3051,283105,"Social Media, Print"
3052,275638,"Outdoor, Online"
3053,237768,"Radio, Outdoor, Social Media"
3054,201653,"Outdoor, Print, Radio"
3055,310534,"Online, Radio, Social Media"
3056,129555,"Radio, Print, TV"
3057,61846,"TV, Online, Radio"
3058,404013,"Print, Social Media, Outdoor"
3059,403517,TV
3060,310731,"Print, Outdoor, Radio"
3061,423540,Social Media
3062,280825,"Outdoor, TV"
3063,52946,"Radio, TV, Outdoor"
3064,116725,Outdoor
3065,256806,"Print, Radio, TV"
3066,438024,"Outdoor, Radio"
3067,151512,"TV, Print"
3068,65320,Print
3069,235626,Online
3070,80025,"Radio, Print, Outdoor"
3071,297692,TV
3072,75030,"Print, Online, Social Media"
3073,57482,"Radio, TV, Print"
3074,474462,"Radio, Social Media"
3075,349383,Radio
3076,103770,"Online, Print"
3077,300295,Online
3078,166273,"Radio, Outdoor"
3079,392488,"Radio, Print"
3080,416389,"Outdoor, Print, Radio"
3081,278423,"Print, Outdoor, TV"
3082,234273,"Outdoor, Online"
3083,192738,"Outdoor, Social Media, Radio"
3084,64778,"TV, Radio, Social Media"
3085,302326,"Online, Outdoor"
3086,279017,Social Media
3087,145861,Social Media
3088,289423,"Outdoor, Online, TV"
3089,260434,"TV, Print"
3090,167305,"Social Media, Online"
3091,384394,"TV, Print, Radio"
3092,160646,TV
3093,252968,"Radio, Outdoor"
3094,290039,Radio
3095,415107,"Social Media, Radio"
3096,239247,"Outdoor, Print"
3097,143149,"Social Media, TV"
3098,56668,"Social Media, Online"
3099,163427,Radio
3100,387737,"Print, Radio"
3101,419213,"Online, Social Media, Outdoor"
3102,320310,Radio
3103,476748,Online
3104,284981,"TV, Online"
3105,265696,"Social Media, Print"
3106,424777,"Print, Radio, Social Media"
3107,125148,"Online, Social Media, Radio"
3108,56813,Online
3109,446809,Online
3110,290350,"Outdoor, Online, Radio"
3111,385204,Social Media
3112,333015,"Print, TV, Online"
3113,348749,Online
3114,314302,Outdoor
3115,376340,Social Media
3116,101071,"TV, Radio"
3117,162916,"Online, Outdoor"
3118,265611,"Outdoor, Radio"
3119,372407,"Print, Radio, Social Media"
3120,188824,"Radio, Online, Social Media"
3121,413249,TV
3122,79403,"Online, Outdoor"
3123,405905,"Print, TV, Online"
3124,364577,"Social Media, Outdoor, Online"
3125,79368,"Outdoor, TV, Social Media"
3126,64236,"Social Media, Outdoor, Radio"
3127,427958,TV
3128,115157,"Social Media, Radio, Outdoor"
3129,163987,Outdoor
3130,453331,"Online, TV, Outdoor"
3131,204294,"Online, Social Media, Radio"
3132,288696,"Online, Radio"
3133,63957,Outdoor
3134,306055,Print
3135,371086,"Print, Radio"
3136,304299,"Online, Radio, Print"
3137,413906,"Social Media, Radio, Online"
3138,399450,"TV, Online, Social Media"
3139,265599,TV
3140,340298,"Online, Radio"
3141,174487,"Print, Social Media, Online"
3142,211380,"Online, Radio"
3143,329848,"Social Media, Print"
3144,347186,TV
3145,88411,"TV, Online, Radio"
3146,418658,"Online, TV"
3147,336728,"Print, Radio, Online"
3148,197308,Social Media
3149,151862,"Print, Outdoor"
3150,321388,TV
3151,363150,Online
3152,467783,"Radio, Online"
3153,133246,Outdoor
3154,276313,"TV, Social Media, Print"
3155,479831,Radio
3156,459290,"Social Media, Outdoor, Online"
3157,265052,"Print, Online, Outdoor"
3158,298418,Print
3159,462426,"TV, Outdoor"
3160,64456,"TV, Radio"
3161,489291,Social Media
3162,489647,Social Media
3163,474964,"Social Media, Outdoor, Radio"
3164,484477,Social Media
3165,186831,"Print, TV, Online"
3166,66681,Outdoor
3167,177956,"Print, Outdoor, Radio"
3168,205549,Social Media
3169,208609,"TV, Radio"
3170,356206,"Radio, Print"
3171,438628,"Outdoor, Radio, TV"
3172,149894,"Social Media, Print, Online"
3173,251277,TV
3174,220330,"Outdoor, Print, Radio"
3175,394071,Online
3176,193053,Print
3177,75297,"TV, Online, Radio"
3178,200212,TV
3179,209287,"Social Media, Print, Radio"
3180,420074,Radio
3181,296552,"Radio, Online"
3182,285582,Online
3183,319473,Online
3184,302654,Radio
3185,356743,Print
3186,456753,"Social Media, Radio, Print"
3187,444359,Social Media
3188,272894,"Outdoor, Radio, TV"
3189,431053,TV
3190,438363,"Radio, Outdoor"
3191,405297,"Outdoor, Print"
3192,68924,"Online, TV"
3193,347924,"Online, Radio, Outdoor"
3194,190946,"TV, Radio, Outdoor"
3195,442976,Print
3196,177783,Radio
3197,463382,"Outdoor, TV"
3198,326804,Online
3199,340275,"TV, Outdoor, Radio"
3200,449481,"Radio, Online"
3201,493431,"Radio, Outdoor, Online"
3202,189054,"Online, Print, Social Media"
3203,89987,Print
3204,375506,Print
3205,81580,"Social Media, Outdoor"
3206,290240,"Social Media, Print, TV"
3207,205364,"Online, Social Media, Print"
3208,225496,Radio
3209,155968,"Print, Radio, Social Media"
3210,364703,"Online, TV"
3211,307356,"Online, TV"
3212,478600,"Print, Outdoor"
3213,209992,Print
3214,227432,"TV, Print"
3215,124254,Print
3216,325248,Print
3217,92729,"Outdoor, TV"
3218,485675,"Social Media, Radio, Online"
3219,459531,"Radio, Online"
3220,364860,"TV, Print"
3221,192780,"Online, Radio"
3222,210268,"Outdoor, Online, Social Media"
3223,89207,"Radio, Print, TV"
3224,161162,Online
3225,208860,"Print, Online"
3226,251568,"Radio, Social Media"
3227,258922,"Online, Outdoor, Radio"
3228,448298,Radio
3229,252419,"Print, Radio, Outdoor"
3230,480842,Radio
3231,87715,"Social Media, TV, Radio"
3232,144940,Outdoor
3233,224594,"TV, Online, Radio"
3234,449670,Social Media
3235,104996,"TV, Outdoor"
3236,209779,TV
3237,100478,"Print, TV"
3238,398298,Outdoor
3239,177110,"Print, TV, Social Media"
3240,245472,"Outdoor, Online"
3241,417845,Radio
3242,125529,"Print, Outdoor, TV"
3243,476224,"Print, Online"
3244,227269,TV
3245,198681,"Print, Online"
3246,135841,Outdoor
3247,260381,"Online, TV, Print"
3248,491313,"Print, Social Media"
3249,270943,"Online, Radio"
3250,253461,Print
3251,53432,Print
3252,179452,Online
3253,152559,Online
3254,67539,"Outdoor, Social Media"
3255,250714,Radio
3256,111024,"Radio, Outdoor"
3257,276341,"Radio, Outdoor, Online"
3258,254590,"Online, Radio, Social Media"
3259,150221,Radio
3260,409254,"Online, Print, Radio"
3261,467066,"Online, TV"
3262,110327,"Online, Social Media, Print"
3263,93817,Social Media
3264,205159,"Outdoor, Social Media, Radio"
3265,324698,"Social Media, TV"
3266,334394,"Print, Outdoor"
3267,331233,"Radio, TV, Print"
3268,309071,"TV, Outdoor"
3269,223602,Outdoor
3270,401901,"TV, Online, Social Media"
3271,478947,"TV, Radio, Outdoor"
3272,315332,"Outdoor, Social Media, Online"
3273,148743,"Outdoor, Online, Social Media"
3274,302798,TV
3275,389993,Online
3276,423358,Print
3277,373213,"Radio, Outdoor, Online"
3278,450724,Print
3279,478409,"Outdoor, Online"
3280,271404,"Radio, Online, TV"
3281,293436,Online
3282,201881,Online
3283,346500,"TV, Print"
3284,318043,"Print, Outdoor"
3285,130421,"Online, Print, Outdoor"
3286,362460,"Online, Outdoor"
3287,412259,"TV, Radio"
3288,131470,Radio
3289,123896,"Online, Radio"
3290,337587,"Social Media, Outdoor"
3291,102279,Online
3292,414305,"Radio, Online, Social Media"
3293,339336,Online
3294,64582,"Radio, Online"
3295,396684,"Social Media, Outdoor, Online"
3296,279454,"TV, Radio, Outdoor"
3297,273270,"Print, Radio, Outdoor"
3298,190352,"Online, Radio"
3299,177563,"Social Media, Outdoor, Radio"
3300,275140,Social Media
3301,51417,"TV, Print, Social Media"
3302,407800,"Outdoor, Online, TV"
3303,402805,"TV, Radio, Online"
3304,381001,"Online, Radio"
3305,321131,"TV, Social Media"
3306,183010,"Online, Print"
3307,346092,"Social Media, Print, Outdoor"
3308,108116,TV
3309,168528,Social Media
3310,70338,Social Media
3311,436763,"Social Media, Outdoor, Print"
3312,422758,"Outdoor, Radio"
3313,252883,Online
3314,246921,"Print, Online"
3315,466696,"Print, Social Media, TV"
3316,353818,"Print, Social Media, Outdoor"
3317,369189,Social Media
3318,211664,"Outdoor, Radio"
3319,181237,Radio
3320,101467,"Print, Online, Radio"
3321,82635,"Social Media, Print, Radio"
3322,457485,"Radio, Outdoor"
3323,457860,"TV, Radio, Social Media"
3324,152158,"Print, TV, Outdoor"
3325,66819,"Print, Radio"
3326,205902,Online
3327,478352,"Print, Outdoor, Online"
3328,187276,"TV, Online, Social Media"
3329,439357,"Print, Online, Outdoor"
3330,417364,"Outdoor, Print"
3331,474987,Online
3332,273518,"Radio, Online, TV"
3333,464880,"Outdoor, Print"
3334,383822,"Print, Outdoor, TV"
3335,440594,"Social Media, TV"
3336,380006,"Print, Radio, Social Media"
3337,257534,Outdoor
3338,463580,"Print, Radio, TV"
3339,410245,Radio
3340,338517,Radio
3341,267366,TV
3342,92583,"Social Media, Radio"
3343,416964,"Outdoor, Print, Radio"
3344,237366,Print
3345,211743,"Social Media, Outdoor"
3346,153790,"Online, TV"
3347,293733,"Social Media, Online, Outdoor"
3348,423443,Social Media
3349,180319,"Social Media, Print"
3350,464297,"Social Media, Print"
3351,228625,"Outdoor, Online, Social Media"
3352,486237,Social Media
3353,354483,"Online, Radio, Print"
3354,215246,Outdoor
3355,492634,"Print, TV"
3356,317440,"Social Media, Outdoor, TV"
3357,395890,Print
3358,253306,Print
3359,103681,"Social Media, Radio, TV"
3360,483815,Outdoor
3361,194777,"Print, Online"
3362,463063,"Print, Online"
3363,458401,Online
3364,92750,Social Media
3365,101616,"Radio, Social Media, Online"
3366,325422,"Online, TV, Social Media"
3367,66151,Outdoor
3368,239523,Outdoor
3369,287506,Social Media
3370,138555,"Online, TV"
3371,396577,"Outdoor, Social Media, TV"
3372,244212,"Print, TV"
3373,240415,"TV, Social Media"
3374,155458,"TV, Online, Social Media"
3375,449510,"Print, Online, Social Media"
3376,55050,Print
3377,53102,"Online, Radio"
3378,497954,"TV, Outdoor"
3379,59489,Online
3380,119814,"Social Media, Online"
3381,447315,Radio
3382,327075,"Print, Outdoor"
3383,331247,"Outdoor, Online, TV"
3384,264077,Radio
3385,117772,"Print, Social Media"
3386,215205,"TV, Social Media, Online"
3387,373062,"Print, Radio"
3388,268413,"Radio, Outdoor, Social Media"
3389,378413,"Print, Social Media, Online"
3390,53264,"Print, Social Media, Outdoor"
3391,345095,Radio
3392,316827,Radio
3393,488475,"Print, Radio, Social Media"
3394,458158,TV
3395,320147,"Radio, Outdoor, Social Media"
3396,309290,Print
3397,91657,Print
3398,473480,"Radio, Outdoor, Online"
3399,368103,"Social Media, Outdoor, Print"
3400,275997,"Outdoor, Print"
3401,435852,"Online, TV"
3402,378815,"Social Media, Print, Online"
3403,303606,"Outdoor, Online, Social Media"
3404,292606,Social Media
3405,466827,"Social Media, Outdoor"
3406,409595,"Online, TV, Outdoor"
3407,231388,Social Media
3408,332973,"TV, Online"
3409,138362,"Social Media, Outdoor, Radio"
3410,469966,"TV, Social Media, Outdoor"
3411,362863,TV
3412,482012,"Online, Radio, Outdoor"
3413,181383,"Radio, TV"
3414,191830,"Print, TV"
3415,424449,"Social Media, Outdoor, TV"
3416,167824,Outdoor
3417,210941,"TV, Online"
3418,447936,"Outdoor, Print, Online"
3419,282989,TV
3420,185174,Online
3421,234198,Social Media
3422,370360,"Print, Radio"
3423,121399,Radio
3424,482972,TV
3425,271814,"Online, Social Media, Outdoor"
3426,394215,"Outdoor, Online"
3427,365885,Radio
3428,356332,"Online, Outdoor"
3429,239022,Online
3430,69056,Social Media
3431,383651,"Online, Outdoor, Social Media"
3432,479200,"Outdoor, Radio"
3433,277263,Radio
3434,479224,"TV, Outdoor, Online"
3435,290705,"Print, Online, Social Media"
3436,125316,Social Media
3437,157759,"Social Media, Radio"
3438,439123,"Outdoor, Online"
3439,329688,"TV, Outdoor, Print"
3440,236477,"Outdoor, TV, Online"
3441,409724,"Social Media, Radio, Online"
3442,338769,"TV, Print, Radio"
3443,442528,"Online, Social Media"
3444,486924,"Print, Online"
3445,343057,Radio
3446,486825,"Online, TV, Outdoor"
3447,261673,Outdoor
3448,427993,"Radio, Outdoor"
3449,457900,Radio
3450,70327,"Social Media, Radio"
3451,439291,"Outdoor, TV, Radio"
3452,233910,"Outdoor, Social Media"
3453,229203,"Outdoor, Social Media, Online"
3454,401724,"Print, Social Media"
3455,160850,TV
3456,64188,"Print, Radio, Online"
3457,172020,Online
3458,341798,"Radio, Outdoor, TV"
3459,479043,TV
3460,228075,Social Media
3461,408894,"TV, Radio, Outdoor"
3462,140242,"Radio, Outdoor"
3463,433360,"Social Media, Online, Outdoor"
3464,394445,Outdoor
3465,251665,"Print, Outdoor"
3466,452690,"Outdoor, TV, Radio"
3467,67041,"Radio, Social Media"
3468,403655,"Print, TV, Radio"
3469,65841,Social Media
3470,439248,"Online, Print, TV"
3471,129551,"Social Media, TV, Online"
3472,67227,"Online, TV"
3473,188954,"Print, Online, Outdoor"
3474,130432,"TV, Print, Social Media"
3475,343322,"Radio, Social Media"
3476,262563,"Social Media, Outdoor, Online"
3477,108384,"Online, TV"
3478,462262,"Online, TV, Social Media"
3479,215507,"Outdoor, Social Media"
3480,177279,TV
3481,364125,"Radio, TV, Social Media"
3482,227075,"Social Media, Radio, Print"
3483,115477,"TV, Social Media, Outdoor"
3484,312069,"Online, Print, Radio"
3485,63663,"Print, Radio, Social Media"
3486,332229,Social Media
3487,440399,"Radio, Print, Outdoor"
3488,167908,"Online, Outdoor"
3489,433544,Social Media
3490,160268,"TV, Outdoor"
3491,141108,"Outdoor, Print, TV"
3492,371923,"TV, Social Media, Print"
3493,79479,Online
3494,68286,"TV, Outdoor, Print"
3495,255193,TV
3496,65342,TV
3497,273506,Social Media
3498,342243,"Print, Social Media, Radio"
3499,152695,"TV, Online"
3500,454493,"TV, Online, Outdoor"
3501,140125,"Social Media, Print, Online"
3502,156873,"Outdoor, TV"
3503,460877,Online
3504,359394,"Outdoor, Online, TV"
3505,287886,TV
3506,198569,"Print, Radio"
3507,396086,"Print, TV"
3508,314753,Online
3509,203867,"Outdoor, Radio"
3510,421688,Social Media
3511,407563,TV
3512,473386,"Outdoor, Print"
3513,497694,"Online, TV, Social Media"
3514,55189,Print
3515,194054,"Outdoor, Radio, Online"
3516,136691,TV
3517,146123,"Social Media, Print"
3518,439167,"Print, Outdoor, Social Media"
3519,488718,"Print, Radio"
3520,473031,"Online, Print"
3521,363412,"Outdoor, Online"
3522,299731,Radio
3523,337101,"TV, Outdoor"
3524,435055,"Social Media, Radio"
3525,53166,"Radio, Outdoor, Online"
3526,242715,Radio
3527,277957,Social Media
3528,465558,"Outdoor, Social Media"
3529,127434,Online
3530,384960,"Social Media, Online, Outdoor"
3531,465806,"Print, TV"
3532,393807,"Outdoor, TV"
3533,54630,"Online, Social Media"
3534,346751,"Radio, Social Media"
3535,144289,"TV, Social Media"
3536,322307,"Print, Radio"
3537,307023,"Social Media, Print"
3538,480671,"TV, Print, Social Media"
3539,135630,"Print, Outdoor"
3540,72729,Online
3541,325074,"Social Media, Radio, Online"
3542,204771,"Radio, Outdoor, Social Media"
3543,387597,Print
3544,496947,TV
3545,230614,Social Media
3546,118332,"Social Media, TV, Outdoor"
3547,299351,"TV, Social Media"
3548,205779,"TV, Radio"
3549,407606,"Radio, Social Media, Online"
3550,290454,Outdoor
3551,458683,"Print, TV"
3552,427177,"Social Media, TV, Outdoor"
3553,461353,"Radio, Social Media"
3554,184574,"Print, Social Media, TV"
3555,456244,Print
3556,439893,"Outdoor, Social Media, TV"
3557,332154,Radio
3558,459698,"Print, Radio"
3559,74407,"Print, Outdoor, Online"
3560,403533,Social Media
3561,115480,Radio
3562,203408,"Social Media, Radio, Online"
3563,378313,Online
3564,144358,Social Media
3565,154042,Online
3566,145421,"Print, Online, Social Media"
3567,255307,"Outdoor, TV, Radio"
3568,86443,Social Media
3569,448935,Online
3570,378376,"Social Media, TV"
3571,281080,"Social Media, Outdoor"
3572,87895,"Social Media, TV"
3573,105948,Radio
3574,94310,"Outdoor, Radio, Print"
3575,56637,"Outdoor, TV, Radio"
3576,350191,"Social Media, Outdoor"
3577,279567,"Radio, Online"
3578,221929,Radio
3579,206390,Radio
3580,257624,Outdoor
3581,263732,"TV, Online, Social Media"
3582,112585,"Online, Social Media"
3583,289191,"Outdoor, Radio, Online"
3584,71612,Outdoor
3585,472391,"Online, Radio, Outdoor"
3586,371398,"Outdoor, Print"
3587,54256,"Online, Social Media, TV"
3588,179974,TV
3589,492225,"TV, Print, Outdoor"
3590,71806,"TV, Outdoor"
3591,116026,Online
3592,264702,Print
3593,209052,"TV, Social Media"
3594,493354,"Online, TV, Social Media"
3595,292816,TV
3596,473538,"Online, Radio"
3597,219569,Social Media
3598,172441,"Radio, Social Media"
3599,179789,Radio
3600,336469,Social Media
3601,321806,"Social Media, Outdoor"
3602,299121,"TV, Outdoor"
3603,135082,Social Media
3604,168551,"Social Media, TV, Outdoor"
3605,180102,"Social Media, Online, Radio"
3606,439806,Social Media
3607,417800,"Radio, Outdoor, TV"
3608,142262,Print
3609,115892,"Social Media, Radio"
3610,95963,"Social Media, Outdoor, Radio"
3611,80437,"Print, Online"
3612,493079,Radio
3613,415082,"Outdoor, Online"
3614,57618,"Outdoor, Social Media, TV"
3615,52981,Social Media
3616,360464,"Print, Online, Outdoor"
3617,190073,Radio
3618,94528,"Outdoor, Radio"
3619,258807,"Online, Print, Radio"
3620,58477,"TV, Online"
3621,241196,"Print, Outdoor, Radio"
3622,156910,"TV, Online, Radio"
3623,169195,"Print, Online, Radio"
3624,178804,"Outdoor, Radio, TV"
3625,188466,TV
3626,59019,"Online, Print"
3627,306592,"Print, Outdoor"
3628,296551,"Social Media, Radio, Print"
3629,342863,Social Media
3630,121962,"Radio, Print, Social Media"
3631,497668,"Outdoor, Social Media, TV"
3632,111121,"Online, Radio"
3633,415200,"Online, Radio"
3634,149162,"Online, Social Media"
3635,247566,"Social Media, Outdoor, Radio"
3636,195891,"Radio, Social Media, TV"
3637,188469,Social Media
3638,268931,"Radio, Outdoor, TV"
3639,157833,"Radio, Print"
3640,296085,TV
3641,162807,TV
3642,487813,"Outdoor, TV, Online"
3643,157735,Radio
3644,394080,Outdoor
3645,261373,"TV, Social Media, Print"
3646,67064,"TV, Print, Social Media"
3647,118717,"Outdoor, Social Media"
3648,467853,"Radio, Social Media"
3649,419128,"TV, Print, Online"
3650,114867,"Online, Social Media"
3651,72973,"Print, Outdoor, Online"
3652,118719,"Radio, Outdoor, TV"
3653,312768,TV
3654,335106,Radio
3655,220511,"Print, Social Media"
3656,176400,Radio
3657,143110,"Radio, Online"
3658,247492,Radio
3659,60152,"Print, TV, Outdoor"
3660,53918,"Online, TV"
3661,408995,"Online, TV"
3662,288661,"Social Media, Print"
3663,401545,Online
3664,101267,"TV, Print"
3665,416899,"Radio, Print, Outdoor"
3666,465232,"Radio, Social Media"
3667,290018,Online
3668,97447,"Social Media, Online"
3669,105462,"Print, Outdoor, Online"
3670,137382,"Print, Radio"
3671,133367,Radio
3672,475192,Outdoor
3673,410133,"Online, Print"
3674,193164,"Radio, Social Media, TV"
3675,417460,"Social Media, Radio, Online"
3676,397461,"TV, Radio, Social Media"
3677,209869,"Online, Social Media, Print"
3678,63493,Online
3679,53935,"Outdoor, Social Media, Print"
3680,196531,"Online, Radio, Outdoor"
3681,70428,Online
3682,104493,"Radio, TV, Outdoor"
3683,164498,"Social Media, Print, Outdoor"
3684,130560,"TV, Print"
3685,115148,"TV, Print, Social Media"
3686,167964,"Outdoor, Print, Online"
3687,381601,Online
3688,249996,"Radio, Online"
3689,348440,"TV, Outdoor, Social Media"
3690,467943,Print
3691,50610,"Online, Print, Radio"
3692,478062,"Print, TV, Social Media"
3693,175613,Print
3694,179379,"Print, Online"
3695,333234,"TV, Outdoor, Radio"
3696,212385,Online
3697,86206,Online
3698,370151,"Social Media, TV, Online"
3699,132435,"Outdoor, Social Media, Radio"
3700,468217,"Social Media, Print"
3701,494539,"Social Media, Outdoor"
3702,131551,"Print, TV"
3703,389159,Social Media
3704,496321,Radio
3705,479888,TV
3706,304212,"Online, Print, Social Media"
